FullGeoName,Pathogen Target,State/Territory,Counties Served,Location,Population Served,Source,Detection Category,Detection Count,Sample Count,Time Period,Table Time Period,Week End,Date Updated
,Measles virus,Virginia,"Hampton City, Newport News City, York",Id:2020,"118,497",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Virginia,"Albemarle, Charlottesville City",Id:2016,"118,266",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Virginia,"Radford, Montgomery, Pulaski",Id:2002,"70,000",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Virginia,Frederick,Id:1988,"16,563",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Virginia,"Hampton City, Newport News City, York, Gloucester, Mathews, Poquoson City",Id:2014,"99,112",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Virginia,Alleghany,Id:1979,"4,000",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Virginia,"Virginia Beach City, Chesapeake City",Id:2030,"530,848",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Virginia,"Fairfax, Alexandria City, Arlington, Falls Church City",Id:1982,"232,965",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Virginia,Stafford,Id:2006,"44,000","State_Territory, WastewaterSCAN",No Detection,0,4,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Virginia,"Stafford, Prince William",Id:2005,"100,000","State_Territory, WastewaterSCAN",No Detection,0,4,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Virginia,Norfolk City,Id:2023,"78,322",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Virginia,Montgomery,Id:1998,"52,500",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Virginia,"Fairfax, Alexandria City",Id:2015,"300,000",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Virginia,"Cumberland, Prince Edward",Id:2000,"12,390",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Virginia,Petersburg City,Id:2025,"33,458",CDC_Verily,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Virginia,Alleghany,Id:1978,"15,000",CDC_Verily,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Virginia,"Prince William, Fairfax",Id:2001,"165,901",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Virginia,"Henrico, Richmond City, Goochland",Id:2026,"225,000",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Virginia,Washington,Id:2009,"7,300",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Virginia,Henrico,Id:1992,"330,000",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Virginia,Franklin,Id:1986,"5,000",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Virginia,"Bedford City, Lynchburg City, Amherst, Bedford, Campbell",Id:2019,"220,000",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Washington,Snohomish,Id:2061,"10,150",WastewaterSCAN,No Detection,0,3,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,West Virginia,Ohio,Id:2087,"100,000",WastewaterSCAN,No Detection,0,3,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Wisconsin,Fond Du Lac,Id:2125,"65,000",State_Territory,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Wisconsin,Douglas,Id:2122,"28,000",State_Territory,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Wisconsin,Vernon,Id:2164,"4,400",State_Territory,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Wisconsin,Sheboygan,Id:2162,"70,000",State_Territory,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Wisconsin,Ashland,Id:2104,"8,200",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Wisconsin,"Milwaukee, Ozaukee",Id:2141,"470,007",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Wisconsin,Juneau,Id:2131,"4,400",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Wisconsin,"Milwaukee, Ozaukee, Racine, Waukesha, Washington",Id:2142,"615,934",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Wisconsin,La Crosse,Id:2133,"85,000",State_Territory,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Wisconsin,Dunn,Id:2123,"16,000",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Wisconsin,Brown,Id:2107,"43,000",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Wisconsin,Waupaca,Id:2174,"4,500",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Wisconsin,Rock,Id:2156,"63,500",State_Territory,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Wisconsin,Winnebago,Id:2177,"78,300",State_Territory,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Wisconsin,Saint Croix,Id:2157,"19,680",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Wisconsin,"Kewaunee, Brown",Id:2108,"189,000",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Wisconsin,"Outagamie, Winnebago, Calumet",Id:2146,"72,810",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Wisconsin,"Waukesha, Jefferson",Id:2172,"22,000",State_Territory,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Wisconsin,Waukesha,Id:2171,"51,000",State_Territory,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Wisconsin,"Saint Croix, Pierce",Id:2151,"15,900",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Wisconsin,Columbia,Id:2112,"11,000",State_Territory,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Wisconsin,Jackson,Id:2129,"5,000",State_Territory,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Wisconsin,Dane,Id:2113,"424,000","CDC_Verily, State_Territory",No Detection,0,6,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Wisconsin,Green,Id:2127,"11,000",State_Territory,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Wisconsin,Dane,Id:2119,"10,757",State_Territory,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Wisconsin,Waupaca,Id:2175,"8,000",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Wisconsin,Racine,Id:2154,"139,000",State_Territory,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Wisconsin,Columbia,Id:2111,"3,100",State_Territory,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Wisconsin,Kenosha,Id:2132,"122,000",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Wisconsin,Sauk,Id:2159,"13,000",State_Territory,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Wisconsin,Grant,Id:2207,"4,264",State_Territory,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Wisconsin,Walworth,Id:2167,"30,000",State_Territory,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Wisconsin,Marathon,Id:2138,"44,000","State_Territory, WastewaterSCAN",No Detection,0,3,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Wisconsin,Marinette,Id:2139,"11,000",State_Territory,No Detection,0,3,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Wisconsin,Portage,Id:2152,"27,000",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Wisconsin,"Marathon, Wood",Id:2178,"19,300",State_Territory,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Wisconsin,Manitowoc,Id:2135,"34,500",State_Territory,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Wisconsin,Marinette,Id:2140,"3,500",State_Territory,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Wisconsin,"Chippewa, Eau Claire",Id:2124,"77,714",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Wisconsin,"Dodge, Jefferson",Id:2130,"23,660",State_Territory,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Wisconsin,Lincoln,Id:2134,"9,700",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Wyoming,Teton,Id:2184,"13,000",CDC_Verily,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
